text,count
cold,12
wash,9
spin,9
heavy,5
warm,5
clean,5
open,4
plus,4
daily,3
low,3
medium,3
duty,3
drive,3
small,3
hot,3
cycle,3
care,3
capacity,3
speed,2
signal,2
save,2
sale,2
quick,2
start,2
power,2
theme,2
motor,2
motion,2
use,2
work,2
act,2
year,2
direct,2
extra,2
air,2
cool,1
sure,1
strip,1
strange,1
chair,1
coal,1
hear,1
swear,1
soft,1
delay,1
size,1
delight,1
select,1
soil,1
tap,1
system,1
bus,1
time,1
toy,1
tree,1
turn,1
boost,1
big,1
anyone,1
wear,1
well,1
win,1
wing,1
would,1
digital,1
safety,1
high,1
first,1
hold,1
guide,1
large,1
last,1
level,1
light,1
liquid,1
load,1
lock,1
look,1
loud,1
get,1
many,1
ago,1
reduction,1
monitor,1
face,1
new,1
normal,1
energy,1
please,1
ear,1
dry,1
program,1
put,1
door,1
quiet,1
ready,1
meter,1
