text,count
blue,32
army,29
money,25
run,23
team,23
new,21
go,21
west,19
state,16
fly,15
national,13
club,12
place,12
point,10
high,10
part,10
bank,9
net,9
series,9
sky,9
hi,8
bill,8
sport,8
red,8
power,7
south,7
college,7
bike,7
ad,7
trust,7
county,7
cup,7
one,7
giant,7
get,7
use,7
east,7
may,6
car,6
man,6
mail,6
look,6
foundation,6
good,6
total,6
big,6
arm,6
league,5
energy,5
action,5
central,5
hot,5
wood,5
work,5
heart,5
hall,5
tax,5
construction,5
pro,5
land,5
gun,5
respect,4
title,4
lot,4
air,4
lady,4
low,4
long,4
express,4
north,4
try,4
say,4
park,4
city,4
way,4
bar,4
sun,4
group,4
green,4
craft,4
call,4
game,4
world,4
football,4
wire,4
boy,4
home,4
ship,4
day,3
add,3
great,3
golden,3
credit,3
art,3
would,3
file,3
mobile,3
division,3
area,3
guide,3
heat,3
explore,3
first,3
insurance,3
kill,3
festival,3
know,3
bad,3
road,3
count,3
sale,3
think,3
till,3
believe,3
sand,3
supporter,3
cost,3
relief,3
champion,3
son,3
brown,3
since,3
box,3
technology,3
tell,3
real,3
idea,2
plot,2
international,2
key,2
hotel,2
tip,2
sell,2
see,2
lake,2
silver,2
sound,2
time,2
solution,2
hill,2
scientific,2
speed,2
ticket,2
stand,2
still,2
half,2
store,2
system,2
tank,2
year,2
thing,2
season,2
like,2
school,2
let,2
grand,2
rain,2
pure,2
unite,2
tune,2
news,2
prior,2
top,2
tennis,2
passion,2
track,2
pay,2
performance,2
post,2
tour,2
miss,2
memory,2
mean,2
sail,2
lie,2
life,2
play,2
list,2
tire,2
local,2
loss,2
mark,2
rock,2
love,2
luck,2
well,2
ride,2
via,2
tent,2
act,2
ear,2
flag,2
fish,2
association,2
ball,2
finance,2
ban,2
fight,2
base,2
beach,2
century,2
bell,2
bend,2
far,2
cut,2
cycle,2
cat,2
era,2
boot,2
end,2
boss,2
brand,2
capital,2
easy,2
build,2
deal,2
district,2
court,2
championship,2
camp,2
chase,2
chip,2
force,2
classic,2
clean,2
goal,2
age,2
clear,2
complex,2
cold,2
adult,2
southern,1
round,1
command,1
special,1
royal,1
care,1
spin,1
cast,1
split,1
cap,1
roll,1
spot,1
square,1
stain,1
cancer,1
standard,1
cancel,1
comment,1
stay,1
steel,1
step,1
sad,1
senior,1
soul,1
soon,1
chapter,1
select,1
service,1
set,1
sex,1
shell,1
change,1
shoe,1
shot,1
security,1
show,1
section,1
signal,1
stop,1
chief,1
seal,1
screen,1
center,1
snap,1
save,1
society,1
cell,1
channel,1
coal,1
grain,1
camera,1
trip,1
assist,1
twin,1
union,1
unit,1
article,1
architecture,1
valley,1
van,1
venture,1
always,1
violence,1
war,1
alter,1
also,1
ally,1
western,1
win,1
wind,1
winner,1
aim,1
without,1
aid,1
word,1
ago,1
agency,1
writer,1
yes,1
yet,1
youth,1
balance,1
train,1
strip,1
toy,1
succeed,1
bus,1
support,1
bury,1
sure,1
burn,1
talk,1
tall,1
right,1
tape,1
taste,1
brother,1
teacher,1
bowl,1
border,1
test,1
text,1
thin,1
boost,1
black,1
bite,1
tie,1
bid,1
bet,1
bear,1
tone,1
tonight,1
toward,1
town,1
community,1
computer,1
compare,1
last,1
lift,1
fan,1
farm,1
less,1
fast,1
lay,1
fat,1
find,1
field,1
lack,1
fill,1
final,1
justice,1
job,1
fail,1
line,1
eye,1
little,1
everyone,1
every,1
enter,1
enjoy,1
electronic,1
election,1
mad,1
magic,1
effort,1
many,1
map,1
march,1
ease,1
iron,1
interest,1
rid,1
future,1
hear,1
health,1
hard,1
hang,1
hand,1
full,1
guy,1
fine,1
garden,1
gas,1
guard,1
general,1
gift,1
gray,1
fresh,1
hell,1
food,1
focus,1
flower,1
hold,1
floor,1
hook,1
hope,1
host,1
fix,1
house,1
human,1
imagine,1
impress,1
indicate,1
inform,1
drug,1
medicine,1
drive,1
popular,1
control,1
cook,1
pride,1
press,1
counter,1
port,1
pop,1
mention,1
cow,1
plus,1
crash,1
please,1
cream,1
creative,1
profile,1
program,1
proportion,1
pump,1
consult,1
race,1
rail,1
construct,1
rank,1
raw,1
concrete,1
grant,1
regional,1
rent,1
competitor,1
rest,1
restore,1
photo,1
crew,1
per,1
data,1
dog,1
mission,1
distinct,1
motion,1
mountain,1
move,1
music,1
must,1
name,1
destroy,1
near,1
need,1
design,1
delivery,1
northern,1
pen,1
notion,1
official,1
oil,1
old,1
daily,1
online,1
open,1
orange,1
original,1
pack,1
pair,1
dad,1
participate,1
crime,1
zone,1
