text,count
model,3
ad,2
look,2
pool,2
health,2
water,2
month,1
moon,1
natural,1
open,1
see,1
photo,1
power,1
pro,1
public,1
safe,1
sea,1
seat,1
show,1
military,1
summer,1
walk,1
use,1
trend,1
top,1
take,1
system,1
street,1
shower,1
step,1
state,1
stain,1
south,1
sorry,1
ski,1
minor,1
main,1
add,1
experience,1
art,1
awareness,1
baby,1
bar,1
base,1
battle,1
bill,1
bit,1
buy,1
cat,1
day,1
dead,1
design,1
even,1
farm,1
love,1
flat,1
fool,1
future,1
gas,1
gift,1
glass,1
go,1
gold,1
grand,1
guard,1
hotel,1
international,1
list,1
long,1
world,1
