text,count
orange,29
protein,24
sugar,18
ice,15
fruit,15
pure,13
organic,13
spring,12
naturally,12
natural,11
machine,10
green,9
simply,8
genuine,8
mix,7
cold,7
water,6
zone,6
original,5
drink,5
mountain,5
concentrate,5
bottle,4
real,4
new,3
vegetable,3
go,3
classic,3
win,3
sport,3
part,3
never,2
back,2
imply,2
port,2
son,2
supplement,2
net,2
since,2
look,2
beer,2
cheese,2
man,2
may,2
keep,2
sweet,2
rare,2
time,2
top,2
would,2
use,2
blue,2
big,2
essential,2
passion,2
per,2
work,2
sale,1
protect,1
rule,1
row,1
really,1
roof,1
bill,1
read,1
quality,1
run,1
connection,1
sand,1
seal,1
wood,1
wind,1
whole,1
white,1
wed,1
ancient,1
view,1
trap,1
total,1
tie,1
tear,1
awareness,1
still,1
soon,1
product,1
size,1
show,1
seed,1
see,1
smooth,1
box,1
plus,1
hour,1
half,1
guard,1
club,1
grass,1
good,1
coffee,1
company,1
front,1
fresh,1
free,1
forth,1
find,1
favorite,1
fall,1
energy,1
ear,1
drug,1
deserve,1
delight,1
dark,1
cool,1
harm,1
indication,1
pink,1
innocent,1
pack,1
contain,1
one,1
offer,1
network,1
carbon,1
cause,1
much,1
amendment,1
cent,1
milk,1
might,1
mention,1
master,1
make,1
lot,1
loss,1
long,1
kiss,1
kid,1
join,1
add,1
