text,count
go,11
clock,9
time,8
lot,4
love,3
hi,3
real,2
coast,2
since,2
station,2
mark,2
fish,2
central,2
ill,2
temperature,2
motor,2
international,2
last,2
part,2
company,2
union,2
sight,2
school,1
seek,1
also,1
say,1
royal,1
ship,1
ride,1
red,1
reason,1
read,1
radio,1
route,1
square,1
shoot,1
sort,1
wed,1
use,1
universal,1
trust,1
trade,1
till,1
tent,1
tea,1
sun,1
sum,1
stop,1
stand,1
staff,1
put,1
spend,1
quite,1
nation,1
protection,1
cover,1
high,1
fund,1
full,1
fly,1
due,1
door,1
deep,1
cost,1
prior,1
cope,1
contact,1
construction,1
cold,1
chocolate,1
change,1
cancer,1
home,1
hot,1
idea,1
king,1
present,1
place,1
past,1
one,1
call,1
mind,1
may,1
mass,1
many,1
man,1
low,1
life,1
lie,1
less,1
lay,1
win,1
