object,count
poster,56
building,36
bottle,31
clothing,21
beer,20
man,18
woman,14
tin can,10
drink,9
person,9
book,8
truck,7
wine,6
table,4
girl,3
jeans,3
skyscraper,3
snack,2
auto part,2
office supplies,2
plant,2
ring binder,2
billboard,2
land vehicle,2
toy,2
house,2
suit,2
picture frame,2
convenience store,2
bus,2
van,1
waste container,1
wall clock,1
airplane,1
office building,1
mug,1
mobile phone,1
human arm,1
helicopter,1
furniture,1
fruit,1
food,1
dumbbell,1
coin,1
cart,1
camera,1
box,1
ball,1
human hand,1
