object,count
poster,220
book,201
man,87
building,71
clothing,61
person,60
car,43
woman,40
plant,33
bottle,26
girl,18
mammal,13
billboard,12
house,11
human body,10
convenience store,10
shelf,10
mobile phone,9
boy,9
picture frame,9
van,8
beer,8
tablet computer,8
drink,8
human arm,7
table,7
vehicle,7
laptop,6
watch,6
truck,6
tin can,6
computer monitor,6
human face,6
snack,5
door,5
food,5
flower,5
suit,5
toy,5
bookcase,5
motorcycle,4
wheel,4
guitar,4
plastic bag,4
boat,4
bicycle,3
furniture,3
sculpture,3
human hair,3
human hand,3
coin,3
knife,3
land vehicle,3
airplane,3
bus,3
tire,3
window,3
baked goods,3
taxi,3
auto part,3
umbrella,2
bowling equipment,2
wine,2
whiteboard,2
mug,2
vegetable,2
office supplies,2
skyscraper,2
train,2
ball,2
pen,2
sports equipment,2
barrel,2
sock,2
box,2
coffee cup,2
aircraft,2
cat,2
human head,2
dessert,2
horse,2
cosmetics,2
camera,2
luggage and bags,2
cake,2
cart,2
tool,1
ant,1
tower,1
dinosaur,1
traffic sign,1
dagger,1
asparagus,1
cutting board,1
vehicle registration plate,1
cream,1
animal,1
tent,1
wall clock,1
ambulance,1
weapon,1
countertop,1
chair,1
christmas tree,1
wine glass,1
dog,1
mango,1
television,1
goggles,1
kitchen appliance,1
human leg,1
paper towel,1
calculator,1
candy,1
helmet,1
porch,1
hat,1
remote control,1
glasses,1
doll,1
shirt,1
fruit,1
flag,1
fashion accessory,1
sports uniform,1
street light,1
elephant,1
sunglasses,1
backpack,1
office building,1
