object,count
poster,58
bottle,13
man,11
book,10
clothing,10
building,9
person,9
woman,4
beer,4
auto part,4
drink,4
tablet computer,3
mammal,3
human body,3
wine,3
mobile phone,3
tin can,3
computer monitor,3
whiteboard,2
telephone,2
snack,2
shelf,2
television,2
truck,2
motorcycle,2
watch,2
land vehicle,2
airplane,2
car,2
billboard,2
bookcase,2
corded phone,2
box,1
vehicle,1
boy,1
tire,1
bus,1
computer keyboard,1
musical keyboard,1
girl,1
hat,1
headphones,1
plant,1
piano,1
house,1
office supplies,1
aircraft,1
