object,count
poster,67
building,48
book,46
man,31
clothing,30
person,26
car,17
woman,15
bottle,12
house,10
bookcase,6
mobile phone,6
shelf,5
billboard,5
plant,5
sports uniform,5
land vehicle,5
truck,5
snack,4
table,4
toy,4
mammal,4
fashion accessory,4
airplane,4
human hair,3
dessert,3
traffic sign,3
tablet computer,3
girl,3
bus,3
human head,3
tower,3
whiteboard,3
window,3
street light,2
boy,2
box,2
ball,2
beer,2
camera,2
tin can,2
suit,2
chair,2
baked goods,2
auto part,2
wine,2
wheel,2
human body,2
bicycle wheel,1
sports equipment,1
bicycle,1
shirt,1
skyscraper,1
watch,1
beaker,1
vehicle,1
van,1
umbrella,1
train,1
tent,1
sculpture,1
piano,1
plastic bag,1
boat,1
common fig,1
computer monitor,1
convenience store,1
countertop,1
cream,1
cat,1
flower,1
food,1
furniture,1
helicopter,1
cassette deck,1
human arm,1
human face,1
ipod,1
animal,1
laptop,1
cake,1
measuring cup,1
mixer,1
musical keyboard,1
office supplies,1
personal care,1
coat,1
picture frame,1
pillow,1
juice,1
