object,count
poster,203
book,95
man,60
person,53
building,53
clothing,28
billboard,25
house,22
woman,21
car,17
plant,13
truck,8
girl,8
television,7
mobile phone,7
boy,7
human body,7
bookcase,6
whiteboard,6
bus,5
flag,5
snack,5
computer monitor,5
land vehicle,5
door,5
mammal,4
human arm,4
shelf,4
human face,4
box,4
bottle,4
airplane,3
table,3
jacket,3
picture frame,3
scoreboard,3
convenience store,3
tent,3
auto part,3
taxi,2
laptop,2
tin can,2
toy,2
van,2
parking meter,2
office building,2
window,2
computer keyboard,2
skyscraper,2
fashion accessory,2
guitar,2
desk,1
giraffe,1
tableware,1
teddy bear,1
beer,1
gondola,1
drink,1
tower,1
traffic sign,1
jeans,1
balloon,1
furniture,1
vehicle,1
vehicle registration plate,1
watercraft,1
fountain,1
flower,1
home appliance,1
sunglasses,1
suit,1
studio couch,1
coin,1
mug,1
ipod,1
animal,1
coffee cup,1
dog,1
drum,1
porch,1
doll,1
sandwich,1
houseplant,1
dress,1
horse,1
boot,1
sofa bed,1
chair,1
