object,count
poster,76
building,69
woman,23
book,18
person,17
man,13
house,13
clothing,11
billboard,8
bottle,6
girl,6
convenience store,5
drink,5
plant,4
suit,4
personal care,3
car,3
picture frame,2
jacket,2
skyscraper,2
television,2
cosmetics,2
chair,2
van,2
window,2
mobile phone,2
table,1
palm tree,1
street light,1
tin can,1
scissors,1
salt and pepper shakers,1
towel,1
vehicle,1
wheel,1
whiteboard,1
auto part,1
mammal,1
land vehicle,1
barrel,1
beer,1
box,1
bus,1
cat,1
computer monitor,1
cream,1
doll,1
door,1
dress,1
hair dryer,1
hair spray,1
high heels,1
horse,1
banana,1
human body,1
human hair,1
human arm,1
