object,count
poster,211
man,47
building,44
woman,34
person,33
book,26
clothing,15
billboard,10
box,9
suit,7
camera,6
mammal,6
jacket,6
shelf,3
sculpture,3
girl,3
plant,3
human hair,3
house,3
human body,3
door,3
car,2
boy,2
picture frame,2
bookcase,2
boat,2
computer monitor,2
convenience store,2
land vehicle,2
bicycle,2
guitar,2
furniture,2
window,2
ring binder,2
television,1
snack,1
traffic sign,1
waste container,1
whiteboard,1
skyscraper,1
dress,1
plastic bag,1
cabinetry,1
fashion accessory,1
palm tree,1
office supplies,1
cupboard,1
insect,1
curtain,1
human face,1
beer,1
dinosaur,1
footwear,1
auto part,1
