object,count
poster,89
book,41
man,36
building,35
clothing,26
person,21
parking meter,21
woman,11
human body,9
house,9
car,8
bottle,7
plant,6
envelope,6
girl,6
toy,5
snack,5
land vehicle,5
truck,4
boy,4
picture frame,4
billboard,4
shelf,4
whiteboard,4
box,4
sports equipment,4
traffic sign,4
door,4
drink,4
mammal,3
footwear,3
bookcase,3
beer,3
punching bag,3
human arm,3
table,2
auto part,2
pencil case,2
wine,2
van,2
office supplies,2
convenience store,2
train,1
tool,1
shirt,1
snowmobile,1
television,1
vehicle,1
weapon,1
plate,1
airplane,1
pig,1
necklace,1
balloon,1
beaker,1
boat,1
bus,1
camera,1
candy,1
computer monitor,1
cosmetics,1
dairy,1
dress,1
food,1
houseplant,1
insect,1
kitchen knife,1
knife,1
laptop,1
medical equipment,1
mobile phone,1
motorcycle,1
zucchini,1
