object,count
poster,171
book,90
man,87
clothing,64
person,48
woman,36
building,31
plant,19
bookcase,15
house,14
human body,12
shelf,10
furniture,9
car,9
mammal,7
land vehicle,6
bottle,5
billboard,5
suit,5
van,4
human face,4
picture frame,3
mobile phone,3
girl,3
tablet computer,3
door,3
boy,3
table,2
truck,2
whiteboard,2
beer,2
vehicle,2
jacket,2
bus,2
human hair,2
office building,2
coin,2
helmet,2
sun hat,1
toy,1
umbrella,1
tower,1
shirt,1
sports uniform,1
tent,1
watch,1
pen,1
traffic sign,1
aircraft,1
motorcycle,1
human leg,1
auto part,1
baked goods,1
bicycle,1
cake,1
candy,1
cannon,1
cello,1
computer keyboard,1
desk,1
dog,1
drink,1
flag,1
flower,1
glasses,1
guitar,1
handbag,1
horse,1
airplane,1
human head,1
human arm,1
