object,count
building,109
poster,109
book,51
house,34
man,27
woman,26
clothing,21
whiteboard,16
person,15
car,11
door,9
human body,8
window,8
billboard,7
girl,7
computer monitor,6
office building,5
tablet computer,5
mobile phone,4
shelf,4
picture frame,4
suit,4
laptop,4
table,4
bottle,4
toy,3
bookcase,3
boat,3
mammal,3
land vehicle,3
scoreboard,2
skyscraper,2
plant,2
tin can,2
truck,2
perfume,2
airplane,2
jacket,2
handbag,2
box,2
bus,2
convenience store,2
flower,2
human leg,2
human arm,2
guitar,1
wine,1
beetle,1
human head,1
watercraft,1
waste container,1
boy,1
human hair,1
calculator,1
television,1
camera,1
cello,1
office supplies,1
stairs,1
bed,1
corded phone,1
drink,1
human face,1
ring binder,1
fountain,1
snack,1
