object,count
poster,81
book,70
man,46
clothing,31
building,28
person,28
computer monitor,23
bookcase,17
woman,17
shelf,16
television,12
land vehicle,12
mobile phone,10
toy,9
suit,7
girl,6
whiteboard,6
house,5
laptop,5
bottle,5
car,5
auto part,5
plant,4
mammal,4
wheel,4
vehicle,4
human body,3
home appliance,3
van,3
tent,3
boy,3
table,3
tablet computer,3
bus,3
tin can,2
truck,2
shotgun,2
snack,2
telephone,2
window,2
train,2
tire,2
ipod,2
door,2
bicycle wheel,2
drink,2
convenience store,2
coffeemaker,2
doll,2
billboard,2
camera,2
animal,2
vehicle registration plate,1
bird,1
watercraft,1
carnivore,1
clock,1
coffee cup,1
bicycle,1
bear,1
corded phone,1
tank,1
desk,1
jeans,1
airplane,1
guitar,1
lifejacket,1
human head,1
human hair,1
hand dryer,1
office building,1
office supplies,1
palm tree,1
footwear,1
sports uniform,1
food,1
rifle,1
scoreboard,1
fashion accessory,1
shirt,1
skyscraper,1
drill,1
aircraft,1
