object,count
poster,71
book,50
man,29
clothing,28
person,19
woman,17
building,14
bus,10
mammal,7
human face,7
billboard,5
whiteboard,4
plant,4
truck,3
girl,3
human body,3
snack,3
bookcase,3
mobile phone,3
suit,2
land vehicle,2
office supplies,2
bottle,2
box,2
boy,2
sunglasses,1
vehicle,1
wine,1
window,1
picture frame,1
van,1
tableware,1
rose,1
toy,1
tent,1
shelf,1
skyscraper,1
parrot,1
television,1
airplane,1
office building,1
drink,1
auto part,1
backpack,1
beer,1
car,1
christmas tree,1
coin,1
desk,1
dog,1
flowerpot,1
luggage and bags,1
food,1
footwear,1
giraffe,1
helmet,1
human arm,1
human hair,1
ambulance,1
jeans,1
human head,1
