object,count
snack,106
poster,48
building,34
bottle,24
book,23
man,21
box,16
dessert,16
drink,16
food,16
person,14
dairy,12
shelf,11
baked goods,11
house,8
convenience store,8
pastry,7
woman,7
billboard,6
clothing,6
beer,6
car,6
girl,5
bookcase,5
table,5
cookie,4
cake,3
candy,3
ice cream,3
mug,3
plant,3
land vehicle,3
muffin,2
truck,2
saucer,2
computer keyboard,2
refrigerator,2
fast food,2
wine,2
coffee cup,2
window,2
dress,2
whiteboard,2
bicycle,1
spice rack,1
rose,1
toy,1
wall clock,1
vehicle,1
teddy bear,1
van,1
tin can,1
tower,1
umbrella,1
watch,1
office building,1
pretzel,1
human face,1
couch,1
doll,1
cattle,1
furniture,1
handbag,1
hat,1
human body,1
human hand,1
pillow,1
balloon,1
laptop,1
mammal,1
mixing bowl,1
motorcycle,1
office supplies,1
boy,1
kitchen knife,1
