object,count
poster,88
book,59
man,38
clothing,29
person,27
building,23
woman,15
bottle,12
shelf,12
bookcase,11
plant,10
car,9
house,7
human body,6
mobile phone,5
girl,5
mammal,4
billboard,4
flag,4
wine,3
human hair,3
whiteboard,3
drink,3
picture frame,3
airplane,3
convenience store,3
boy,3
cosmetics,2
scale,2
sports uniform,2
land vehicle,2
suit,2
human head,2
table,2
human arm,2
human face,2
train,2
window,2
van,2
tire,1
bicycle,1
beer,1
platter,1
boat,1
refrigerator,1
bicycle wheel,1
skull,1
sports equipment,1
wheel,1
tin can,1
vehicle,1
sushi,1
truck,1
tablet computer,1
boot,1
television,1
toy,1
plate,1
dress,1
box,1
door,1
fashion accessory,1
dinosaur,1
flower,1
food,1
footwear,1
giraffe,1
cream,1
golf ball,1
guitar,1
horizontal bar,1
horse,1
houseplant,1
banana,1
computer monitor,1
human leg,1
ipod,1
coffee table,1
coffee cup,1
microphone,1
cat,1
mug,1
musical instrument,1
paddle,1
pencil case,1
