object,count
poster,72
person,20
car,19
land vehicle,15
building,11
clothing,11
man,9
book,9
plant,8
woman,7
billboard,6
traffic sign,5
bus,4
truck,4
boat,4
helmet,4
house,3
toy,3
van,3
watercraft,3
human body,3
laptop,3
computer monitor,3
horse,2
whiteboard,2
wheel,2
auto part,2
vehicle,2
train,2
bottle,2
television,1
bicycle,1
washing machine,1
vehicle registration plate,1
bicycle wheel,1
bookcase,1
box,1
tire,1
suit,1
table,1
houseplant,1
shirt,1
shelf,1
plastic bag,1
dress,1
picture frame,1
drink,1
mug,1
food,1
mammal,1
girl,1
helicopter,1
airplane,1
