object,count
poster,53
man,33
drink,26
bottle,26
clothing,24
person,20
mobile phone,17
woman,15
building,12
computer monitor,8
whiteboard,7
laptop,5
bicycle,5
plant,4
girl,4
office building,4
tin can,4
traffic sign,4
land vehicle,4
human body,4
mammal,4
book,4
convenience store,4
car,3
wheel,3
plate,3
beer,3
tablet computer,3
snack,2
scoreboard,2
scissors,2
bus,2
picture frame,2
auto part,2
christmas tree,2
stairs,1
television,1
tire,1
toy,1
billboard,1
table,1
suit,1
truck,1
vehicle,1
bicycle wheel,1
street light,1
guitar,1
sports equipment,1
home appliance,1
boy,1
pig,1
personal care,1
camera,1
chair,1
light bulb,1
coffee cup,1
kitchen utensil,1
human leg,1
human hair,1
football,1
ring binder,1
