object,count
poster,58
book,45
building,29
man,26
clothing,16
person,15
bottle,11
woman,10
computer monitor,9
car,6
wine,5
bookcase,5
drink,5
office building,4
beer,4
girl,4
shelf,3
tin can,3
train,3
land vehicle,3
mobile phone,3
camera,3
billboard,3
convenience store,3
house,2
human body,2
furniture,2
boy,2
plant,2
bus,2
picture frame,2
personal care,2
tablet computer,2
suit,1
skyscraper,1
snack,1
street light,1
food,1
table,1
seafood,1
tent,1
toy,1
truck,1
watch,1
wheelchair,1
whiteboard,1
taxi,1
reptile,1
sculpture,1
scoreboard,1
flowerpot,1
handgun,1
jacket,1
flag,1
laptop,1
mammal,1
fashion accessory,1
mechanical fan,1
auto part,1
motorcycle,1
parking meter,1
pear,1
coin,1
cat,1
scissors,1
airplane,1
