object,count
poster,98
building,76
book,44
man,37
person,33
clothing,32
house,29
car,19
woman,15
billboard,15
bus,14
truck,9
van,8
girl,7
plant,7
human body,6
bottle,6
computer monitor,5
mammal,5
wheel,4
tire,4
mobile phone,4
shelf,4
land vehicle,4
table,4
sports uniform,3
whiteboard,3
convenience store,3
drink,3
door,3
human hair,3
auto part,3
boat,3
motorcycle,3
picture frame,3
wine,2
vehicle,2
sculpture,2
suit,2
tin can,2
toy,2
traffic sign,2
stairs,2
ambulance,2
guitar,2
beer,2
coffee cup,2
bookcase,2
box,1
television,1
cheese,1
cat,1
candy,1
camera,1
lifejacket,1
curtain,1
bowl,1
watch,1
weapon,1
bicycle wheel,1
wine glass,1
tablet computer,1
sun hat,1
mug,1
flower,1
strawberry,1
food,1
footwear,1
snack,1
skyscraper,1
fountain,1
remote control,1
horse,1
human arm,1
human face,1
human hand,1
office supplies,1
office building,1
laptop,1
