object,count
poster,170
bottle,78
book,60
man,40
clothing,38
building,37
person,33
drink,28
beer,27
wine,22
woman,21
tin can,18
house,15
bookcase,11
car,10
box,10
plant,10
shelf,9
girl,9
convenience store,9
snack,8
mammal,7
picture frame,7
billboard,7
food,6
human body,5
table,4
furniture,4
barrel,4
bicycle,4
boat,4
mobile phone,4
land vehicle,3
whiteboard,3
van,3
toy,3
laptop,3
mug,3
human arm,3
taxi,2
office building,2
tent,2
television,2
tower,2
boy,2
auto part,2
computer monitor,2
dessert,2
coffee cup,2
drill,2
spice rack,1
sports uniform,1
suit,1
tablet computer,1
desk,1
dairy,1
cupboard,1
computer keyboard,1
door,1
coffeemaker,1
traffic sign,1
train,1
truck,1
watch,1
chair,1
window,1
cart,1
soap dispenser,1
baked goods,1
horse,1
scoreboard,1
hiking equipment,1
human face,1
human hand,1
ice cream,1
high heels,1
helicopter,1
luggage and bags,1
handgun,1
guitar,1
grape,1
flag,1
fashion accessory,1
pastry,1
drum,1
boot,1
plastic bag,1
dress,1
rose,1
ruler,1
drawer,1
