object,count
book,30
building,27
poster,26
clothing,23
bottle,19
man,15
woman,12
beer,12
person,10
girl,7
boy,6
house,6
car,5
billboard,5
land vehicle,4
wine,4
airplane,4
boat,4
whiteboard,3
office building,3
computer monitor,3
shelf,3
truck,3
snack,3
human body,3
drink,3
furniture,2
panda,2
tablet computer,2
footwear,2
baked goods,2
convenience store,2
bookcase,2
traffic sign,2
tent,2
platter,1
wine rack,1
saucer,1
scarf,1
washing machine,1
scoreboard,1
skyscraper,1
van,1
train,1
toy,1
sock,1
tower,1
television,1
tin can,1
box,1
laptop,1
plate,1
bathroom accessory,1
cheese,1
cocktail,1
coffee cup,1
computer keyboard,1
cosmetics,1
dessert,1
dinosaur,1
door,1
drum,1
fashion accessory,1
fish,1
food,1
guitar,1
helicopter,1
home appliance,1
human face,1
human hair,1
human head,1
bus,1
mechanical fan,1
palm tree,1
aircraft,1
