object,count
building,243
poster,133
car,86
house,83
convenience store,49
man,36
person,26
clothing,25
billboard,21
woman,18
book,16
window,12
land vehicle,11
truck,10
toy,10
snack,10
shelf,9
plant,9
bicycle,9
mobile phone,8
van,7
human body,7
bookcase,7
auto part,7
skyscraper,6
box,6
mammal,6
tin can,6
bus,6
bottle,5
wheel,4
table,4
cart,4
sculpture,3
sports uniform,3
drink,3
furniture,3
traffic sign,3
bicycle wheel,3
dairy,3
door,3
porch,3
fashion accessory,2
closet,2
guitar,2
whiteboard,2
boy,2
washing machine,2
chair,2
dinosaur,2
tire,2
suit,2
umbrella,2
vehicle,1
tent,1
tower,1
shirt,1
tablet computer,1
scissors,1
ring binder,1
ambulance,1
polar bear,1
perfume,1
baked goods,1
boat,1
camera,1
candy,1
coat,1
computer monitor,1
cosmetics,1
cream,1
dress,1
elephant,1
flag,1
flower,1
girl,1
glasses,1
headphones,1
human arm,1
human head,1
jacket,1
jeans,1
juice,1
office building,1
office supplies,1
paper towel,1
human face,1
