object,count
poster,229
man,202
building,159
clothing,153
car,127
woman,102
book,100
person,96
vehicle registration plate,51
girl,35
land vehicle,35
billboard,34
house,30
plant,29
bottle,25
boy,22
mammal,18
human body,18
convenience store,18
sports uniform,16
bookcase,15
table,14
bus,13
truck,13
office building,12
wine,12
shelf,11
whiteboard,11
scoreboard,10
toy,10
flower,10
traffic sign,10
boat,10
tower,9
picture frame,9
drink,9
skyscraper,9
airplane,8
jacket,8
door,8
beer,8
office supplies,8
auto part,8
tent,7
snack,7
train,7
suit,7
mobile phone,7
sculpture,7
vehicle,7
laptop,7
television,7
furniture,7
food,6
human arm,6
flag,6
computer monitor,6
tin can,6
window,6
box,6
van,6
motorcycle,5
animal,5
baked goods,5
human face,5
coin,5
wheel,4
cake,4
ring binder,4
chair,4
dessert,4
tire,4
pumpkin,4
cat,3
camera,3
horse,3
mug,3
curtain,3
bicycle,3
moths and butterflies,2
seafood,2
pillow,2
ruler,2
plate,2
musical keyboard,2
tableware,2
drawer,2
cart,2
desk,2
doll,2
computer keyboard,2
footwear,2
hat,2
helicopter,2
home appliance,2
bird,2
human hair,2
balloon,2
waste container,1
umbrella,1
towel,1
rocket,1
traffic light,1
sandal,1
rifle,1
scarf,1
sports equipment,1
toilet,1
snake,1
telephone,1
swimming pool,1
sunglasses,1
shirt,1
shotgun,1
skirt,1
sun hat,1
street light,1
stool,1
aircraft,1
kitchen & dining room table,1
porch,1
coat,1
fashion accessory,1
falcon,1
dress,1
dice,1
dairy,1
couch,1
cookie,1
coffee cup,1
coffee,1
cocktail,1
clock,1
fish,1
christmas tree,1
chest of drawers,1
chainsaw,1
castle,1
butterfly,1
bread,1
bowl,1
bicycle wheel,1
bee,1
apple,1
filing cabinet,1
fruit,1
plastic bag,1
medical equipment,1
pig,1
picnic basket,1
piano,1
perfume,1
pastry,1
nightstand,1
necklace,1
musical instrument,1
mushroom,1
mirror,1
measuring cup,1
frying pan,1
marine invertebrates,1
maple,1
lantern,1
jeans,1
infant bed,1
human leg,1
human head,1
houseplant,1
honeycomb,1
guitar,1
zebra,1
