object,count
bicycle,60
poster,46
man,35
building,24
wheel,22
bicycle wheel,20
tire,17
person,17
clothing,17
traffic sign,16
book,13
land vehicle,12
sports uniform,7
motorcycle,6
woman,6
bookcase,5
shelf,5
table,4
car,3
vehicle,3
human arm,3
boy,3
boat,3
snack,2
plant,2
fast food,2
toy,2
human body,2
bicycle helmet,2
girl,2
street light,1
billboard,1
tin can,1
truck,1
tent,1
whiteboard,1
tool,1
box,1
skyscraper,1
footwear,1
palm tree,1
mug,1
mobile phone,1
coffee cup,1
dog,1
jacket,1
house,1
guitar,1
furniture,1
auto part,1
