object,count
poster,88
book,70
clothing,27
man,24
woman,19
building,15
person,14
bottle,12
computer monitor,11
girl,10
whiteboard,9
plant,9
bookcase,6
office supplies,5
picture frame,5
car,5
shelf,5
toy,5
scoreboard,4
mobile phone,4
snack,3
tablet computer,3
pen,3
television,3
human face,3
human body,3
auto part,3
shirt,2
dress,2
office building,2
billboard,2
tin can,2
medical equipment,2
convenience store,2
mammal,2
box,2
baked goods,2
train,2
van,2
table,2
cake,2
bicycle,2
drink,2
tank,1
sports uniform,1
footwear,1
boy,1
bicycle wheel,1
traffic sign,1
vehicle,1
wheel,1
wine,1
tool,1
computer keyboard,1
bus,1
cart,1
flowerpot,1
curtain,1
mug,1
motorcycle,1
envelope,1
fashion accessory,1
laptop,1
human hand,1
fish,1
flower,1
houseplant,1
house,1
helmet,1
land vehicle,1
