object,count
poster,61
building,42
book,32
man,25
bottle,19
woman,19
clothing,18
beer,18
car,16
person,16
drink,9
human body,8
house,7
girl,6
boat,5
snack,5
table,5
whiteboard,5
convenience store,5
suit,3
mammal,3
picture frame,3
plant,3
human arm,3
mobile phone,3
footwear,3
box,3
train,3
boy,3
window,3
van,3
land vehicle,2
tablet computer,2
bookcase,2
shelf,2
auto part,2
cassette deck,2
wheel,2
vehicle,2
computer monitor,2
food,2
truck,2
tin can,2
watch,1
scarf,1
tire,1
skyscraper,1
tableware,1
swimming pool,1
waste container,1
surfboard,1
wine,1
vehicle registration plate,1
rocket,1
toy,1
airplane,1
remote control,1
plastic bag,1
banana,1
bed,1
bench,1
billboard,1
bronze sculpture,1
bus,1
camera,1
chest of drawers,1
cocktail,1
desk,1
dessert,1
dress,1
flower,1
handbag,1
home appliance,1
human hand,1
human head,1
kitchen appliance,1
mixer,1
office building,1
office supplies,1
pastry,1
pen,1
lifejacket,1
