object,count
poster,53
man,42
book,19
clothing,18
person,15
building,14
woman,13
billboard,8
plant,7
car,7
shelf,5
mammal,5
human body,4
girl,4
drink,4
suit,4
bus,4
bookcase,3
mug,2
boy,2
guitar,2
tablet computer,2
bottle,2
scoreboard,1
wheel,1
weapon,1
tin can,1
tire,1
toy,1
van,1
vehicle,1
wall clock,1
truck,1
animal,1
picture frame,1
perfume,1
paddle,1
office building,1
auto part,1
human arm,1
food,1
flag,1
envelope,1
door,1
cosmetics,1
convenience store,1
camera,1
bicycle wheel,1
bicycle,1
laptop,1
