object,count
poster,71
book,40
building,35
bottle,33
man,31
clothing,30
person,18
house,14
beer,14
wine,10
bus,8
land vehicle,8
plant,6
bookcase,5
billboard,5
whiteboard,5
shelf,4
traffic sign,4
car,4
vehicle,4
drink,4
furniture,4
girl,4
balloon,4
human body,3
mammal,3
woman,3
bicycle,3
human face,2
picture frame,2
auto part,2
window,2
truck,2
boat,2
toy,2
human head,2
boy,2
table,2
mobile phone,2
convenience store,2
door,1
jacket,1
human arm,1
lantern,1
wheel,1
whale,1
watercraft,1
watch,1
bicycle wheel,1
van,1
animal,1
train,1
coffee,1
camera,1
tower,1
telephone,1
tap,1
tablet computer,1
motorcycle,1
stairs,1
snack,1
skyscraper,1
seafood,1
reptile,1
airplane,1
