object,count
poster,74
man,41
clothing,38
book,36
building,34
woman,29
person,29
girl,9
billboard,7
land vehicle,7
shelf,6
house,6
table,5
mobile phone,4
office building,4
bookcase,4
car,4
human body,4
vehicle,4
plant,3
toy,3
boat,3
bottle,3
whiteboard,3
truck,3
train,2
bus,2
auto part,2
beer,2
wine,2
office supplies,2
sports uniform,2
skyscraper,2
coin,2
tablet computer,2
tin can,2
suitcase,1
stairs,1
watch,1
window,1
wall clock,1
tableware,1
snack,1
tower,1
suit,1
aircraft,1
scoreboard,1
saucer,1
bench,1
bicycle,1
coffee cup,1
computer monitor,1
convenience store,1
deer,1
dinosaur,1
door,1
drink,1
envelope,1
flower,1
footwear,1
hat,1
human face,1
jacuzzi,1
laptop,1
animal,1
mug,1
personal care,1
mammal,1
