object,count
book,25
poster,21
man,20
clothing,9
guitar,9
woman,7
building,7
car,5
person,4
bottle,4
corded phone,3
house,3
vehicle,2
whiteboard,2
plant,2
wine,2
human body,2
beer,2
land vehicle,2
picture frame,1
bookcase,1
bus,1
cassette deck,1
van,1
train,1
traffic sign,1
tower,1
tire,1
telephone,1
table,1
sports uniform,1
computer monitor,1
cosmetics,1
girl,1
fashion accessory,1
parking meter,1
office building,1
musical instrument,1
mobile phone,1
miniskirt,1
digital clock,1
mammal,1
laptop,1
doll,1
ipod,1
door,1
human arm,1
envelope,1
desk,1
