object,count
poster,102
book,63
building,36
man,30
clothing,22
person,19
billboard,18
woman,13
bookcase,10
bottle,8
girl,7
tin can,6
mobile phone,6
shelf,6
plant,5
drink,5
sports uniform,5
house,5
office supplies,4
human body,4
car,3
television,3
mug,2
handgun,2
pillow,2
land vehicle,2
jeans,2
snack,2
human face,2
boy,2
guitar,2
door,2
coffee cup,2
whiteboard,2
toy,2
picture frame,2
tablet computer,2
skyscraper,1
shirt,1
tiger,1
treadmill,1
truck,1
table,1
window,1
vehicle registration plate,1
watch,1
watercraft,1
teddy bear,1
adhesive tape,1
piano,1
oyster,1
bomb,1
box,1
bull,1
bus,1
cat,1
convenience store,1
cupboard,1
curtain,1
dessert,1
doll,1
dress,1
fashion accessory,1
flower,1
food,1
furniture,1
human hair,1
human head,1
beer,1
mammal,1
musical keyboard,1
organ,1
ipod,1
