object,count
bottle,101
poster,93
drink,69
tin can,42
snack,42
building,35
book,26
beer,22
man,22
convenience store,17
person,17
plant,15
shelf,14
food,13
woman,13
dairy,12
cooking spray,11
personal care,11
juice,11
clothing,8
box,8
toy,6
truck,5
billboard,5
house,5
soap dispenser,4
girl,4
car,3
refrigerator,3
bus,3
land vehicle,3
human body,3
dessert,3
cassette deck,3
dog,3
perfume,2
wine,2
window,2
cookie,2
bookcase,2
tent,2
tableware,2
table,2
boy,2
fish,2
flower,2
kitchen appliance,2
fashion accessory,2
light bulb,2
ice cream,2
office supplies,1
furniture,1
whiteboard,1
wheel,1
vehicle registration plate,1
van,1
christmas tree,1
traffic sign,1
face powder,1
dress,1
door,1
cabinetry,1
swimming pool,1
surfboard,1
cosmetics,1
countertop,1
sandwich,1
limousine,1
bull,1
popcorn,1
plastic bag,1
dinosaur,1
cocktail,1
camera,1
