object,count
poster,65
book,32
building,19
man,14
clothing,11
woman,10
car,9
person,7
shelf,7
convenience store,6
billboard,5
motorcycle,5
box,4
wine,4
house,4
dairy,3
auto part,3
girl,3
bookcase,3
airplane,3
mammal,3
computer monitor,3
tablet computer,3
bottle,3
laptop,3
plant,2
table,2
toy,2
whiteboard,2
mobile phone,2
boat,2
land vehicle,2
bus,2
guitar,2
furniture,2
bicycle,2
luggage and bags,1
traffic sign,1
tent,1
tire,1
tool,1
tower,1
washing machine,1
truck,1
van,1
tableware,1
wheel,1
castle,1
window,1
television,1
coffee cup,1
coconut,1
light bulb,1
stairs,1
sock,1
door,1
scoreboard,1
beer,1
platter,1
plate,1
envelope,1
picture frame,1
food,1
palm tree,1
office building,1
human face,1
mug,1
