object,count
poster,30
book,17
bottle,17
clothing,14
woman,13
person,11
man,10
beer,9
building,7
tin can,6
drink,6
billboard,4
car,4
house,3
food,3
motorcycle,2
rose,2
picture frame,2
land vehicle,2
screwdriver,2
sports uniform,2
table,2
mammal,2
airplane,2
camera,2
human arm,2
bus,2
juice,2
laptop,1
human body,1
wine,1
window,1
whiteboard,1
vehicle,1
train,1
tool,1
boat,1
bookcase,1
suit,1
snack,1
girl,1
shelf,1
animal,1
candle,1
convenience store,1
plant,1
couch,1
dairy,1
dessert,1
milk,1
human hand,1
