object,count
poster,304
book,206
man,123
clothing,117
person,80
building,80
woman,63
car,32
whiteboard,29
bottle,24
human body,22
land vehicle,22
girl,21
plant,20
shelf,20
house,19
bookcase,18
traffic sign,17
mammal,17
wine,16
billboard,16
computer monitor,16
mobile phone,13
laptop,13
table,12
boy,12
office building,11
drink,10
bus,8
convenience store,8
suit,8
beer,7
auto part,7
television,7
snack,7
vehicle,6
picture frame,6
airplane,6
sports uniform,5
watch,5
boat,5
skyscraper,5
office supplies,5
food,5
window,5
train,5
human arm,5
wheel,5
furniture,5
toy,5
tire,4
camera,4
tin can,4
box,4
desk,4
dress,4
truck,3
dog,3
guitar,3
mug,3
coffee cup,3
door,3
corded phone,3
pen,3
van,3
human hair,3
human face,3
scoreboard,3
tablet computer,3
houseplant,3
tent,2
footwear,2
ring binder,2
refrigerator,2
tool,2
flag,2
plastic bag,2
cake,2
remote control,2
cattle,2
wine glass,2
bicycle,2
motorcycle,2
chair,2
bicycle wheel,2
lifejacket,2
dairy,2
juice,2
animal,2
jeans,2
jacket,2
washing machine,2
sculpture,2
taxi,1
teddy bear,1
antelope,1
balloon,1
baked goods,1
tower,1
weapon,1
barrel,1
waste container,1
vehicle registration plate,1
watercraft,1
pumpkin,1
billiard table,1
sports equipment,1
fire hydrant,1
flower,1
football,1
football helmet,1
fruit,1
giraffe,1
doll,1
glove,1
goat,1
handbag,1
helicopter,1
horse,1
human head,1
coffee table,1
cannon,1
porch,1
bronze sculpture,1
rabbit,1
radish,1
ruler,1
sandwich,1
scarf,1
seafood,1
shirt,1
shorts,1
jet ski,1
