object,count
poster,122
book,87
man,87
person,84
clothing,83
woman,53
building,53
billboard,19
mobile phone,15
bottle,14
girl,14
snack,13
boy,12
car,12
house,12
truck,11
land vehicle,10
human body,10
mammal,9
convenience store,9
plant,9
auto part,7
shelf,7
guitar,7
computer monitor,6
table,6
skyscraper,6
human face,6
whiteboard,6
boat,5
wine,5
window,5
beer,5
bookcase,5
computer keyboard,4
laptop,4
toy,4
tin can,4
sports uniform,4
wheel,3
human hand,3
television,3
ring binder,3
tablet computer,3
airplane,3
box,3
food,3
flag,3
sculpture,2
cake,2
picture frame,2
dog,2
desk,2
suit,2
tableware,2
cat,2
camera,2
traffic sign,2
office supplies,2
train,2
van,2
vehicle,2
vehicle registration plate,2
watch,2
bicycle,2
baked goods,2
parking meter,2
jacket,2
fashion accessory,2
mug,2
dress,2
drink,2
human head,2
human eye,1
fast food,1
taxi,1
ladder,1
insect,1
tire,1
tower,1
flower,1
human hair,1
office building,1
football helmet,1
christmas tree,1
footwear,1
wall clock,1
waste container,1
helmet,1
bowling equipment,1
helicopter,1
banana,1
handbag,1
wine rack,1
human arm,1
street light,1
coffee cup,1
scoreboard,1
door,1
pillow,1
pizza,1
doll,1
platter,1
refrigerator,1
remote control,1
digital clock,1
ruler,1
hair spray,1
stairs,1
dessert,1
sink,1
envelope,1
couch,1
snowboard,1
sock,1
spice rack,1
sports equipment,1
coin,1
furniture,1
