object,count
poster,55
man,37
book,35
clothing,32
building,29
person,21
woman,15
car,13
bottle,10
girl,10
billboard,7
human face,6
convenience store,6
computer monitor,6
shelf,5
boy,5
house,5
office building,4
tablet computer,4
truck,4
laptop,4
bookcase,4
train,3
bus,3
suit,3
beer,3
plant,3
table,3
boat,3
airplane,3
human body,3
auto part,3
snack,3
dress,3
whiteboard,3
box,2
picture frame,2
toy,2
land vehicle,2
skyscraper,2
cattle,2
sports uniform,2
flag,2
helicopter,2
mug,2
wine glass,1
tableware,1
wine,1
window,1
balloon,1
vehicle,1
telephone,1
tent,1
vegetable,1
tin can,1
tire,1
wheel,1
watch,1
waste container,1
van,1
cheese,1
bicycle,1
banjo,1
human arm,1
cart,1
corded phone,1
desk,1
dog,1
drink,1
drum,1
fashion accessory,1
food,1
cake,1
houseplant,1
juice,1
sculpture,1
lily,1
lobster,1
mammal,1
mobile phone,1
motorcycle,1
muffin,1
office supplies,1
coffee cup,1
saucer,1
scoreboard,1
aircraft,1
