object,count
poster,75
book,39
computer monitor,25
building,19
person,16
clothing,9
laptop,9
man,8
land vehicle,7
office building,6
shelf,5
tablet computer,5
whiteboard,4
billboard,4
house,3
office supplies,3
table,3
car,3
bookcase,3
fish,2
medical equipment,2
mobile phone,2
scale,2
sports uniform,1
rabbit,1
television,1
toy,1
train,1
window,1
remote control,1
adhesive tape,1
pumpkin,1
picture frame,1
mammal,1
human face,1
headphones,1
furniture,1
desk,1
computer keyboard,1
chair,1
box,1
billiard table,1
woman,1
