object,count
poster,120
building,81
man,53
person,40
clothing,38
book,32
woman,29
convenience store,21
car,18
house,18
billboard,17
whiteboard,12
plant,10
human body,10
mobile phone,9
girl,9
bottle,8
mammal,8
truck,8
land vehicle,7
bus,7
tin can,6
snack,5
television,5
drink,5
toy,4
camera,4
tower,4
computer monitor,4
office building,4
shelf,4
beer,4
human face,3
boy,3
laptop,3
picture frame,3
tent,3
weapon,3
vehicle,3
human arm,2
skyscraper,2
human hand,2
human hair,2
scoreboard,2
computer keyboard,2
houseplant,2
corded phone,2
dessert,2
door,2
traffic sign,2
flower,2
food,2
tablet computer,1
wine,1
tire,1
window,1
watch,1
sofa bed,1
train,1
waste container,1
spoon,1
studio couch,1
swimming pool,1
swimwear,1
table,1
van,1
telephone,1
tableware,1
wheel,1
airplane,1
pen,1
cat,1
cosmetics,1
coin,1
coffee cup,1
clock,1
chair,1
cattle,1
cake,1
parking meter,1
butterfly,1
bookcase,1
boat,1
banana,1
ball,1
baked goods,1
dairy,1
dress,1
flag,1
furniture,1
glasses,1
helmet,1
hiking equipment,1
human nose,1
jacket,1
auto part,1
kitchen knife,1
knife,1
leopard,1
motorcycle,1
muffin,1
musical instrument,1
office supplies,1
jaguar,1
