object,count
poster,37
building,25
dairy,20
bottle,20
clothing,17
man,17
person,16
plant,16
woman,15
wine,13
drink,13
house,9
bus,9
food,8
milk,8
book,7
whiteboard,7
billboard,7
tent,6
land vehicle,6
human body,5
snack,4
shelf,4
auto part,4
van,3
girl,3
truck,3
cheese,3
car,3
mammal,2
cart,2
picture frame,2
chainsaw,2
palm tree,2
bookcase,2
baked goods,2
pumpkin,2
lavender,2
convenience store,2
box,2
toy,2
horse,2
hat,2
traffic sign,2
tortoise,1
tool,1
flowerpot,1
trombone,1
vegetable,1
wardrobe,1
bird,1
window,1
beer,1
tin can,1
sea turtle,1
television,1
tablet computer,1
swimming pool,1
suit,1
sports uniform,1
flower,1
carrot,1
oyster,1
necklace,1
closet,1
door,1
houseplant,1
fast food,1
gas stove,1
luggage and bags,1
