object,count
building,173
poster,76
person,71
man,49
clothing,36
car,28
house,28
woman,24
skyscraper,23
book,22
billboard,18
tower,18
mammal,16
human body,13
truck,11
girl,10
scoreboard,9
sports uniform,9
bus,7
plant,7
toy,6
land vehicle,6
boy,6
whiteboard,5
bicycle,5
boat,4
bookcase,3
guitar,3
laptop,3
animal,3
balloon,3
mobile phone,3
fountain,3
shelf,3
window,3
van,2
convenience store,2
canoe,2
tent,2
sports equipment,2
suit,2
cart,2
table,1
bird,1
snack,1
digital clock,1
tablet computer,1
tank,1
sculpture,1
bench,1
train,1
vehicle,1
watch,1
wheelchair,1
television,1
piano,1
camel,1
pig,1
door,1
envelope,1
fashion accessory,1
flowerpot,1
furniture,1
crab,1
handbag,1
home appliance,1
human arm,1
computer monitor,1
human face,1
human leg,1
lobster,1
cassette deck,1
motorcycle,1
musical keyboard,1
palm tree,1
pastry,1
dog,1
airplane,1
