object,count
poster,75
book,50
mobile phone,14
man,11
person,9
tablet computer,7
car,6
plant,6
building,6
computer monitor,5
clothing,5
land vehicle,4
bottle,4
human body,3
wheel,3
office supplies,3
laptop,3
shelf,2
television,2
tire,2
picture frame,2
wine,2
scoreboard,2
woman,2
bookcase,2
beer,2
corded phone,2
convenience store,2
ipod,1
barrel,1
vehicle registration plate,1
vehicle,1
van,1
truck,1
bicycle wheel,1
tin can,1
tent,1
boat,1
telephone,1
taxi,1
bus,1
shirt,1
human arm,1
camera,1
scale,1
saucer,1
cat,1
clock,1
envelope,1
monkey,1
furniture,1
medical equipment,1
auto part,1
helicopter,1
airplane,1
