object,count
book,31
clothing,17
poster,16
building,14
airplane,12
microwave oven,12
shelf,10
person,10
man,8
slow cooker,7
bookcase,6
snack,5
boat,5
whiteboard,4
plant,4
food,4
bus,3
land vehicle,3
table,3
woman,3
digital clock,2
office supplies,2
vehicle,2
truck,2
pressure cooker,2
fish,2
car,2
oven,2
mobile phone,2
flag,2
girl,2
home appliance,2
toy,1
window,1
bottle,1
wheel,1
watercraft,1
kitchen utensil,1
van,1
traffic sign,1
coffee table,1
tin can,1
penguin,1
sports uniform,1
convenience store,1
curtain,1
jacket,1
scoreboard,1
dress,1
fast food,1
house,1
