object,count
poster,179
book,111
man,67
building,54
person,43
clothing,40
woman,26
car,23
bottle,23
drink,16
house,10
land vehicle,10
billboard,10
snack,9
box,9
tin can,8
computer monitor,8
whiteboard,7
human body,7
bus,7
shelf,6
plant,6
human face,6
girl,6
tablet computer,6
boy,6
convenience store,6
truck,6
mobile phone,5
bookcase,5
window,5
food,5
van,4
beer,4
mammal,4
laptop,4
picture frame,4
wine,4
furniture,3
guitar,3
traffic sign,3
egg,3
milk,3
skyscraper,3
auto part,3
wheel,2
vehicle,2
refrigerator,2
sandwich,2
office building,2
scoreboard,2
sunglasses,2
table,2
television,2
sculpture,2
airplane,2
curtain,2
camera,2
cookie,2
jacket,2
umbrella,1
cosmetics,1
tire,1
tower,1
toy,1
coffee cup,1
train,1
boat,1
maple,1
dairy,1
vase,1
vegetable,1
christmas tree,1
vehicle registration plate,1
chair,1
cat,1
cake,1
clock,1
door,1
animal,1
bicycle,1
motorcycle,1
kitchen appliance,1
office supplies,1
parking meter,1
baked goods,1
personal care,1
human head,1
human hand,1
high heels,1
sports equipment,1
helmet,1
handgun,1
seafood,1
flag,1
fish,1
fast food,1
snowman,1
sombrero,1
mixer,1
