object,count
building,511
house,109
poster,83
man,73
clothing,49
book,44
person,39
billboard,37
woman,34
snack,25
window,22
car,14
door,13
convenience store,13
plant,11
bottle,11
shelf,9
human body,9
drink,9
land vehicle,9
girl,8
mammal,7
vehicle,7
food,6
skyscraper,5
bookcase,5
auto part,5
table,5
van,5
bus,5
train,4
truck,4
box,4
human arm,4
beer,4
boy,4
sports uniform,4
dessert,4
dairy,4
computer monitor,3
picture frame,3
boat,3
tool,3
cocktail,3
tower,3
toy,3
tent,3
wine,3
whiteboard,3
wheel,3
tin can,3
balloon,3
office building,3
saucer,2
palm tree,2
tableware,2
plate,2
home appliance,2
drum,2
suit,2
coffee cup,2
coffee,2
tank,1
taxi,1
clock,1
television,1
tire,1
toilet,1
violin,1
waste container,1
watch,1
baked goods,1
wine glass,1
traffic sign,1
pen,1
swimming pool,1
sunglasses,1
coffee table,1
candy,1
cosmetics,1
cowboy hat,1
cutting board,1
calculator,1
fast food,1
glasses,1
goggles,1
horse,1
human face,1
human hand,1
ice cream,1
jacket,1
knife,1
laptop,1
mobile phone,1
motorcycle,1
office supplies,1
pastry,1
bicycle wheel,1
bicycle,1
seafood,1
airplane,1
