object,count
poster,55
book,40
clothing,37
man,27
person,24
building,23
woman,21
car,16
boy,15
land vehicle,11
train,11
girl,9
table,6
bookcase,5
house,5
human body,5
whiteboard,5
bottle,5
drink,4
baked goods,4
shelf,4
bus,4
billboard,4
truck,3
houseplant,3
boat,3
tin can,3
flowerpot,3
cake,3
desk,3
jacket,3
snack,3
plant,2
mammal,2
mobile phone,2
laptop,2
office building,2
human face,2
dress,2
computer monitor,2
food,2
convenience store,2
box,2
beer,2
toy,1
suit,1
chair,1
tool,1
human nose,1
bicycle,1
coffeemaker,1
vehicle,1
waste container,1
wheel,1
beaker,1
wine,1
sports equipment,1
seafood,1
coin,1
sewing machine,1
human hair,1
scoreboard,1
picture frame,1
piano,1
deer,1
office supplies,1
musical instrument,1
envelope,1
fish,1
guitar,1
home appliance,1
kitchen appliance,1
auto part,1
