object,count
boat,52
man,40
clothing,33
person,29
poster,28
woman,17
airplane,14
swimwear,11
car,11
book,7
helicopter,7
watercraft,6
land vehicle,5
human body,5
brassiere,4
motorcycle,4
human head,3
building,3
girl,3
hat,3
lifejacket,2
toy,2
serving tray,2
mammal,2
suit,2
house,2
cutting board,2
cookie,2
wheelchair,2
calculator,2
train,1
swimming pool,1
vehicle,1
traffic sign,1
truck,1
canoe,1
sports uniform,1
rifle,1
picture frame,1
billboard,1
jet ski,1
human arm,1
drink,1
convenience store,1
juice,1
