object,count
mobile phone,68
poster,57
building,56
man,34
person,28
clothing,18
car,16
van,16
truck,16
land vehicle,14
woman,11
book,11
tablet computer,8
girl,8
skyscraper,8
billboard,7
computer monitor,6
table,5
laptop,4
human body,4
plant,4
bus,3
sports uniform,3
ambulance,3
house,3
box,2
convenience store,2
mammal,2
snack,2
shelf,2
suit,2
auto part,2
whiteboard,2
bookcase,2
baked goods,1
train,1
suitcase,1
tower,1
tent,1
watch,1
television,1
taxi,1
dessert,1
window,1
toy,1
houseplant,1
stairs,1
sports equipment,1
human arm,1
shirt,1
scoreboard,1
computer keyboard,1
printer,1
boat,1
plastic bag,1
human hand,1
parking meter,1
office building,1
jeans,1
ring binder,1
