object,count
poster,37
man,26
clothing,16
building,14
person,11
book,10
whiteboard,9
computer monitor,7
woman,6
house,6
car,6
box,6
human body,5
shelf,4
plant,4
tool,3
laptop,3
snack,2
office supplies,2
truck,2
mammal,2
kitchen appliance,2
land vehicle,2
billboard,2
bookcase,2
convenience store,2
boy,2
human arm,1
tire,1
table,1
tablet computer,1
television,1
tent,1
toy,1
bottle,1
train,1
van,1
vehicle,1
wheel,1
suit,1
calculator,1
hat,1
scoreboard,1
ruler,1
can opener,1
plastic bag,1
couch,1
door,1
mobile phone,1
footwear,1
frying pan,1
furniture,1
bicycle,1
girl,1
human head,1
human face,1
balloon,1
