object,count
truck,197
building,89
man,83
poster,79
land vehicle,70
car,57
person,48
clothing,47
book,32
woman,23
van,22
house,21
auto part,16
shelf,16
box,14
plant,14
bookcase,12
tin can,11
door,10
vehicle,9
ambulance,8
helicopter,8
billboard,8
mammal,7
bottle,7
traffic sign,6
toy,6
airplane,6
bus,6
boy,5
girl,4
human body,4
suit,4
wheel,3
baked goods,3
picture frame,3
office building,3
dog,3
tablet computer,3
drink,3
tire,2
boat,2
table,2
corded phone,2
dress,2
wine,2
fashion accessory,2
convenience store,2
cake,2
flag,2
whiteboard,2
desk,2
tool,1
weapon,1
cart,1
tent,1
snowplow,1
sun hat,1
window,1
mobile phone,1
snack,1
cat,1
drum,1
fireplace,1
flowerpot,1
food,1
furniture,1
guitar,1
handgun,1
hat,1
houseplant,1
jacket,1
jeans,1
lamp,1
lantern,1
lifejacket,1
bicycle,1
palm tree,1
bench,1
aircraft,1
