object,count
poster,361
man,176
book,175
clothing,157
building,138
person,89
woman,83
bus,50
girl,41
billboard,39
plant,34
boy,30
mammal,28
bottle,26
house,25
human body,22
convenience store,22
mobile phone,19
car,18
whiteboard,15
baked goods,14
shelf,13
computer monitor,12
envelope,12
picture frame,12
table,12
drink,11
land vehicle,10
human arm,10
cake,10
laptop,10
truck,9
snack,9
van,8
human hand,8
dessert,7
window,7
human face,7
beer,7
wine,6
balloon,6
vehicle,6
bookcase,6
door,6
personal care,5
houseplant,5
tableware,5
jacket,5
suit,5
traffic sign,5
airplane,4
tin can,4
toy,4
dress,4
parking meter,4
scale,4
television,4
office building,4
watch,4
coffee cup,4
ring binder,3
sculpture,3
jeans,3
plastic bag,3
bicycle,3
ipod,3
hat,3
aircraft,3
tablet computer,3
train,3
cosmetics,3
sports uniform,3
stairs,3
surfboard,3
flower,3
flag,3
skyscraper,3
chair,3
teddy bear,3
tent,3
dairy,3
mug,2
umbrella,2
skateboard,2
bicycle wheel,2
measuring cup,2
beaker,2
sewing machine,2
motorcycle,2
office supplies,2
dog,2
footwear,2
camera,2
flowerpot,2
furniture,2
couch,2
desk,2
bird,1
curtain,1
deer,1
chicken,1
taxi,1
tower,1
fashion accessory,1
swimming pool,1
swim cap,1
toilet paper,1
crown,1
suitcase,1
cream,1
countertop,1
auto part,1
apple,1
christmas tree,1
vehicle registration plate,1
clock,1
wheel,1
animal,1
coin,1
coffeemaker,1
wine glass,1
wine rack,1
sun hat,1
fountain,1
maple,1
street light,1
blender,1
boat,1
cocktail,1
luggage and bags,1
pen,1
box,1
kitchen appliance,1
piano,1
bicycle helmet,1
pillow,1
human head,1
cabinetry,1
porch,1
bench,1
pumpkin,1
remote control,1
calculator,1
home appliance,1
hiking equipment,1
guitar,1
shirt,1
golf ball,1
castle,1
soap dispenser,1
sock,1
fruit,1
french fries,1
coat,1
