object,count
poster,180
book,108
man,51
person,46
car,45
clothing,41
building,38
land vehicle,24
woman,22
truck,19
remote control,15
drink,13
camera,12
human body,11
shelf,11
plant,11
dairy,10
calculator,9
auto part,9
bookcase,8
table,8
mobile phone,7
mammal,7
sports uniform,7
bottle,7
billboard,6
van,6
television,5
convenience store,5
girl,5
boy,5
toy,5
whiteboard,5
microwave oven,5
home appliance,4
house,4
oven,4
box,4
bicycle,4
vehicle,4
suit,3
wheel,3
tablet computer,3
aircraft,3
boat,3
cassette deck,3
bus,3
computer keyboard,3
beer,3
bicycle wheel,3
tent,2
desk,2
tank,2
picture frame,2
telephone,2
personal care,2
tin can,2
scoreboard,2
motorcycle,2
cosmetics,2
train,2
washing machine,2
watch,2
headphones,2
balloon,2
slow cooker,2
snack,2
pressure cooker,2
swimming pool,1
sun hat,1
coffeemaker,1
human face,1
ceiling fan,1
tire,1
traffic sign,1
vegetable,1
barrel,1
animal,1
window,1
stairs,1
shirt,1
sports equipment,1
musical instrument,1
jacket,1
jeans,1
kitchen appliance,1
laptop,1
hair spray,1
glove,1
airplane,1
furniture,1
mixer,1
food,1
musical keyboard,1
skyscraper,1
office building,1
office supplies,1
flag,1
elephant,1
piano,1
dinosaur,1
plastic bag,1
refrigerator,1
computer monitor,1
human hair,1
medical equipment,1
