object,count
poster,77
man,51
book,45
clothing,36
person,34
building,26
bottle,25
woman,22
beer,15
bookcase,9
car,8
convenience store,7
land vehicle,7
house,7
snack,6
mammal,6
drink,6
human body,5
shelf,5
table,5
suit,5
bus,5
billboard,5
girl,4
wine,4
tin can,4
picture frame,4
plant,4
window,4
boy,3
computer monitor,3
boat,3
tablet computer,3
sports uniform,3
food,2
scoreboard,2
bear,2
platter,2
plate,2
box,2
human arm,2
jacket,2
tank,1
microwave oven,1
mobile phone,1
vehicle,1
medical equipment,1
stairs,1
segway,1
television,1
remote control,1
toy,1
airplane,1
laptop,1
human head,1
barrel,1
bicycle,1
camera,1
canoe,1
christmas tree,1
couch,1
cream,1
dairy,1
desk,1
dog,1
door,1
elephant,1
fast food,1
flower,1
flying disc,1
frog,1
furniture,1
golf cart,1
guitar,1
auto part,1
houseplant,1
human face,1
human hair,1
handbag,1
