object,count
poster,55
book,21
clothing,13
whiteboard,11
man,10
person,10
office building,9
computer monitor,9
woman,8
television,7
mobile phone,5
building,4
plant,3
human arm,2
billboard,2
convenience store,2
laptop,2
land vehicle,2
table,2
stairs,2
shelf,2
bottle,2
human body,2
house,2
wine,1
truck,1
ring binder,1
watercraft,1
tablet computer,1
window,1
tin can,1
toy,1
train,1
scarf,1
beer,1
mug,1
jeans,1
bookcase,1
bronze sculpture,1
cabinetry,1
cake,1
closet,1
coffee cup,1
countertop,1
dairy,1
desk,1
door,1
fashion accessory,1
food,1
girl,1
guitar,1
handbag,1
bench,1
human head,1
human hair,1
