object,count
poster,179
man,102
building,80
book,73
clothing,65
person,52
woman,41
tin can,39
bottle,31
drink,29
snack,28
house,23
car,23
billboard,20
human body,17
girl,15
mobile phone,15
mammal,15
bus,12
land vehicle,11
whiteboard,11
truck,11
shelf,10
boy,9
convenience store,8
dairy,7
computer monitor,7
box,7
beer,7
wine,7
table,6
fast food,5
baked goods,5
plant,5
suit,5
office building,5
toy,5
picture frame,4
motorcycle,4
window,4
human arm,4
food,4
laptop,4
tablet computer,4
juice,4
skyscraper,3
sports uniform,3
guitar,3
jacket,3
office supplies,2
train,2
pen,2
wheel,2
pencil case,2
wall clock,2
vehicle,2
refrigerator,2
serving tray,2
van,2
plate,2
airplane,2
jeans,2
door,2
auto part,2
bicycle,2
desk,2
human hair,2
boat,2
dessert,2
cosmetics,2
tableware,1
taxi,1
television,1
tent,1
computer mouse,1
tire,1
toilet,1
cassette deck,1
tower,1
coin,1
candy,1
umbrella,1
camera,1
bookcase,1
waffle iron,1
waste container,1
bicycle wheel,1
balloon,1
corded phone,1
alarm clock,1
countertop,1
stairs,1
medical equipment,1
human head,1
human hand,1
mug,1
musical keyboard,1
human face,1
organ,1
glasses,1
furniture,1
fruit,1
french fries,1
fountain,1
footwear,1
drum,1
sculpture,1
doll,1
dog,1
shirt,1
skateboard,1
sports equipment,1
infant bed,1
cutting board,1
