object,count
poster,55
building,27
car,27
van,16
bus,13
book,13
truck,11
land vehicle,9
auto part,8
train,6
man,6
house,5
clothing,5
person,5
scoreboard,4
billboard,4
vehicle,4
woman,3
furniture,2
guitar,2
plant,2
picture frame,2
box,2
tent,2
food,1
tin can,1
tablet computer,1
television,1
traffic sign,1
shelf,1
cabinetry,1
bottle,1
bicycle,1
vehicle registration plate,1
window,1
table,1
chainsaw,1
segway,1
camera,1
computer monitor,1
pen,1
office supplies,1
office building,1
motorcycle,1
corded phone,1
door,1
ladder,1
drum,1
helmet,1
golf cart,1
ambulance,1
