object,count
poster,117
book,73
man,35
person,35
building,33
clothing,31
woman,23
camera,20
computer monitor,17
car,13
bookcase,12
land vehicle,11
mobile phone,10
shelf,10
scale,9
tin can,8
girl,8
toy,6
calculator,6
laptop,6
television,6
whiteboard,5
digital clock,5
auto part,5
billboard,5
plant,5
wheel,5
bus,5
remote control,4
picture frame,4
house,4
drink,4
airplane,4
skyscraper,4
suit,4
tower,3
beer,3
vehicle,3
watch,3
bottle,3
tablet computer,3
sculpture,2
table,2
tomato,2
plastic bag,2
train,2
truck,2
muffin,2
maple,2
bicycle wheel,2
kettle,2
bicycle,2
boy,2
desk,2
computer keyboard,2
fashion accessory,2
furniture,2
food,2
mammal,1
tire,1
dog,1
suitcase,1
dessert,1
telephone,1
dairy,1
curtain,1
tool,1
toilet,1
cosmetics,1
snack,1
convenience store,1
bed,1
christmas tree,1
van,1
box,1
boat,1
window,1
sports uniform,1
shorts,1
door,1
harpsichord,1
measuring cup,1
jacket,1
human face,1
human body,1
musical instrument,1
necklace,1
beaker,1
piano,1
home appliance,1
plate,1
kitchen appliance,1
platter,1
porch,1
backpack,1
rugby ball,1
scoreboard,1
envelope,1
serving tray,1
drill,1
shirt,1
microphone,1
