object,count
car,26
man,22
building,21
poster,17
clothing,14
person,10
convenience store,8
land vehicle,7
billboard,7
woman,6
tin can,5
drink,4
snack,3
footwear,3
girl,3
table,3
helmet,3
cosmetics,3
sports uniform,2
mammal,2
shelf,2
suit,2
perfume,2
mug,2
vehicle registration plate,2
beer,2
coffee cup,2
boy,2
chainsaw,2
house,2
human arm,1
wine,1
boat,1
vehicle,1
van,1
tank,1
coffee,1
computer monitor,1
skyscraper,1
shirt,1
furniture,1
guitar,1
plant,1
headphones,1
horse,1
office building,1
human body,1
