object,count
poster,245
book,112
building,85
man,54
clothing,50
woman,46
person,37
house,18
billboard,15
bus,13
girl,12
plant,11
mobile phone,10
human body,9
bottle,9
car,9
convenience store,8
box,8
truck,7
television,7
bookcase,7
shelf,6
whiteboard,6
picture frame,6
land vehicle,6
toy,5
van,5
boat,5
table,5
mammal,4
human arm,4
drink,4
computer monitor,4
cosmetics,4
train,4
coffee cup,4
laptop,4
door,4
suit,3
furniture,3
tablet computer,3
snack,3
waste container,3
beer,3
watch,3
window,3
boy,3
saucer,2
skyscraper,2
mug,2
tin can,2
stairs,2
jeans,2
guitar,2
chair,2
ipod,2
dress,2
food,2
human hand,2
auto part,2
baked goods,2
coffee,2
tower,1
tire,1
dinosaur,1
tent,1
dairy,1
cart,1
swimwear,1
castle,1
animal,1
cabinetry,1
dog,1
bird,1
vegetable,1
vehicle,1
volleyball,1
bicycle wheel,1
balloon,1
wine,1
wine rack,1
swimming pool,1
drum,1
doughnut,1
hat,1
human leg,1
human head,1
motorcycle,1
muffin,1
human hair,1
office building,1
office supplies,1
paddle,1
human face,1
power plugs and sockets,1
jacket,1
punching bag,1
ring binder,1
ruler,1
sandwich,1
fast food,1
scoreboard,1
sculpture,1
fashion accessory,1
shirt,1
alpaca,1
