object,count
poster,78
book,49
tin can,32
man,32
building,31
person,19
clothing,18
bottle,14
woman,11
bookcase,10
drink,9
girl,9
shelf,8
beer,8
wine,7
billboard,6
laptop,5
box,5
car,5
house,5
boy,4
plant,4
office building,4
wheel,3
bus,3
convenience store,3
computer monitor,3
truck,2
street light,2
table,2
coin,2
mammal,2
television,2
cabbage,2
snack,2
couch,2
food,2
whiteboard,2
drum,2
vehicle,1
skyscraper,1
tire,1
bicycle,1
watch,1
cat,1
tablet computer,1
window,1
candy,1
soap dispenser,1
dairy,1
personal care,1
christmas tree,1
helmet,1
cream,1
flag,1
flower,1
football helmet,1
furniture,1
hat,1
ipod,1
shark,1
land vehicle,1
lion,1
boat,1
dress,1
coffee cup,1
bicycle wheel,1
adhesive tape,1
